City,Datetime,PM2.5,PM10,NO2,CO,SO2,O3,AQI,risk_level,Date,Year,Month,DayOfWeek,risk_label
Kolkata,16-02-2015,483.9,302.3,54.9,3.97,4.2,65.7,482.7,High,2015-02-16,2015,2,0,2
Bangalore,16-02-2015,63.0,58.1,61.6,8.63,6.0,86.4,274.3,High,2015-02-16,2015,2,0,2
Delhi,17-02-2015,355.9,417.6,5.5,0.31,22.2,140.9,464.4,High,2015-02-17,2015,2,1,2
Mumbai,17-02-2015,167.1,230.3,14.0,9.34,51.8,9.7,488.4,Moderate,2015-02-17,2015,2,1,1
Chennai,17-02-2015,262.1,104.6,82.5,8.58,52.5,52.8,152.5,High,2015-02-17,2015,2,1,2
Kolkata,17-02-2015,319.1,446.7,72.9,7.33,58.2,171.9,157.2,High,2015-02-17,2015,2,1,2
Bangalore,17-02-2015,475.1,186.4,15.7,5.58,99.3,137.5,125.1,Moderate,2015-02-17,2015,2,1,1
Delhi,18-02-2015,252.3,553.2,11.2,0.78,82.4,7.8,208.6,High,2015-02-18,2015,2,2,2
Mumbai,18-02-2015,234.0,137.0,65.1,4.87,1.0,60.6,182.3,High,2015-02-18,2015,2,2,2
Chennai,18-02-2015,151.2,166.2,83.2,7.07,28.9,111.6,71.1,Moderate,2015-02-18,2015,2,2,1
Kolkata,18-02-2015,356.3,268.1,91.2,4.37,35.6,101.0,334.6,Moderate,2015-02-18,2015,2,2,1
Bangalore,18-02-2015,355.2,376.8,91.9,2.71,52.0,31.8,340.5,High,2015-02-18,2015,2,2,2
Delhi,19-02-2015,450.2,576.9,74.7,7.77,81.9,163.1,456.4,Low,2015-02-19,2015,2,3,0
Mumbai,19-02-2015,215.8,263.0,99.4,0.99,47.9,19.6,144.6,Low,2015-02-19,2015,2,3,0
Chennai,19-02-2015,323.6,227.0,116.0,0.39,54.4,69.9,343.2,High,2015-02-19,2015,2,3,2
Kolkata,19-02-2015,350.5,239.0,20.9,8.29,46.0,198.4,53.2,High,2015-02-19,2015,2,3,2
Bangalore,19-02-2015,460.0,531.0,40.0,3.97,46.6,58.9,290.1,Low,2015-02-19,2015,2,3,0
Delhi,20-02-2015,318.0,329.0,64.2,1.94,5.8,60.0,16.1,High,2015-02-20,2015,2,4,2
Mumbai,20-02-2015,137.2,412.1,64.0,0.4,11.7,112.9,31.3,High,2015-02-20,2015,2,4,2
Chennai,20-02-2015,240.8,445.2,106.7,8.55,28.2,115.8,232.3,Low,2015-02-20,2015,2,4,0
Kolkata,20-02-2015,177.0,301.5,7.0,8.92,39.1,47.4,40.3,Low,2015-02-20,2015,2,4,0
Bangalore,20-02-2015,345.0,217.8,115.1,1.17,32.2,174.7,110.2,Low,2015-02-20,2015,2,4,0
Delhi,21-02-2015,121.9,212.9,49.6,0.08,9.6,178.5,412.8,Moderate,2015-02-21,2015,2,5,1
Mumbai,21-02-2015,142.5,131.4,58.6,3.63,51.2,136.9,385.8,High,2015-02-21,2015,2,5,2
Chennai,21-02-2015,484.5,537.8,142.2,1.98,59.6,101.6,120.8,Moderate,2015-02-21,2015,2,5,1
Kolkata,21-02-2015,398.8,548.3,5.9,4.36,80.2,73.9,393.7,High,2015-02-21,2015,2,5,2
Bangalore,21-02-2015,438.0,510.7,43.7,3.85,23.8,30.4,253.4,High,2015-02-21,2015,2,5,2
Delhi,22-02-2015,190.3,388.7,75.4,1.79,28.6,34.3,136.1,High,2015-02-22,2015,2,6,2
Mumbai,22-02-2015,73.7,424.3,51.7,6.15,0.9,55.8,247.3,High,2015-02-22,2015,2,6,2
Chennai,22-02-2015,244.2,63.0,108.1,2.78,54.0,177.8,229.0,High,2015-02-22,2015,2,6,2
Kolkata,22-02-2015,434.1,431.8,117.4,9.85,28.8,106.7,314.5,High,2015-02-22,2015,2,6,2
Bangalore,22-02-2015,353.4,176.1,109.3,4.88,5.8,51.5,362.5,Moderate,2015-02-22,2015,2,6,1
Delhi,23-02-2015,318.1,553.9,62.7,7.9,62.8,166.5,305.5,Low,2015-02-23,2015,2,0,0
Mumbai,23-02-2015,384.0,454.2,145.4,6.99,86.8,68.6,156.0,Low,2015-02-23,2015,2,0,0
Chennai,23-02-2015,60.7,418.2,38.1,4.79,0.9,118.6,337.3,High,2015-02-23,2015,2,0,2
Kolkata,23-02-2015,415.9,313.2,18.7,0.62,15.7,7.8,65.5,Moderate,2015-02-23,2015,2,0,1
Bangalore,23-02-2015,159.9,326.1,33.0,8.86,27.4,139.6,13.2,Low,2015-02-23,2015,2,0,0
Delhi,24-02-2015,199.8,131.5,148.8,1.49,40.6,77.0,286.3,High,2015-02-24,2015,2,1,2
Mumbai,24-02-2015,333.4,167.8,55.6,4.94,25.7,14.5,18.8,High,2015-02-24,2015,2,1,2
Chennai,24-02-2015,403.2,152.7,97.2,0.74,24.8,141.0,189.6,Low,2015-02-24,2015,2,1,0
Kolkata,24-02-2015,149.5,572.0,68.0,0.91,99.4,162.4,237.2,High,2015-02-24,2015,2,1,2
Bangalore,24-02-2015,39.4,414.2,35.7,6.17,31.8,96.6,95.9,High,2015-02-24,2015,2,1,2
Delhi,25-02-2015,169.2,458.8,47.3,5.76,5.3,39.1,110.8,High,2015-02-25,2015,2,2,2
Mumbai,25-02-2015,258.2,547.7,131.4,6.35,28.2,3.2,161.3,High,2015-02-25,2015,2,2,2
Chennai,25-02-2015,214.2,378.4,53.1,3.45,53.8,102.2,464.3,High,2015-02-25,2015,2,2,2
Kolkata,25-02-2015,331.7,525.7,80.4,2.38,8.7,48.1,393.7,Moderate,2015-02-25,2015,2,2,1
Bangalore,25-02-2015,448.5,581.4,60.2,0.18,13.7,44.3,227.2,High,2015-02-25,2015,2,2,2
Delhi,26-02-2015,92.3,572.9,87.6,5.96,84.7,113.8,465.8,High,2015-02-26,2015,2,3,2
Mumbai,26-02-2015,391.7,35.4,109.4,8.05,50.9,95.8,440.4,High,2015-02-26,2015,2,3,2
Chennai,26-02-2015,168.2,328.7,81.3,2.64,42.1,72.4,151.7,High,2015-02-26,2015,2,3,2
Kolkata,26-02-2015,156.5,311.4,48.4,5.18,3.1,63.7,92.5,High,2015-02-26,2015,2,3,2
Bangalore,26-02-2015,356.0,523.7,125.4,1.17,63.9,75.1,492.4,High,2015-02-26,2015,2,3,2
Delhi,27-02-2015,60.5,74.8,55.4,1.28,79.0,168.7,335.7,High,2015-02-27,2015,2,4,2
Mumbai,27-02-2015,329.3,138.3,143.7,4.18,68.2,121.1,119.2,Low,2015-02-27,2015,2,4,0
Chennai,27-02-2015,43.6,547.5,3.4,9.88,82.6,157.3,182.1,High,2015-02-27,2015,2,4,2
Kolkata,27-02-2015,80.7,33.4,149.3,0.03,86.8,36.0,442.5,High,2015-02-27,2015,2,4,2
Bangalore,27-02-2015,463.2,535.2,121.0,0.31,33.7,149.2,160.5,Low,2015-02-27,2015,2,4,0
Delhi,28-02-2015,109.0,169.7,88.7,4.54,54.7,147.9,295.8,High,2015-02-28,2015,2,5,2
Mumbai,28-02-2015,77.9,422.0,27.5,3.5,23.7,36.7,491.4,High,2015-02-28,2015,2,5,2
Chennai,28-02-2015,496.5,503.7,36.8,5.63,75.5,171.7,54.0,Low,2015-02-28,2015,2,5,0
Kolkata,28-02-2015,389.3,297.3,93.9,6.81,43.4,19.7,283.9,High,2015-02-28,2015,2,5,2
Bangalore,28-02-2015,234.1,286.6,66.1,8.78,93.3,45.0,408.3,Low,2015-02-28,2015,2,5,0
Delhi,01-03-2015,382.8,305.1,149.4,5.45,89.7,145.9,353.7,High,2015-03-01,2015,3,6,2
Mumbai,01-03-2015,193.3,169.2,68.3,1.63,17.7,133.9,373.9,High,2015-03-01,2015,3,6,2
Chennai,01-03-2015,400.7,96.5,33.1,4.49,47.4,173.1,489.1,Low,2015-03-01,2015,3,6,0
Kolkata,01-03-2015,304.6,476.8,39.0,1.37,77.4,11.9,195.5,Low,2015-03-01,2015,3,6,0
Bangalore,01-03-2015,320.5,471.2,100.4,0.47,64.8,154.7,464.8,Moderate,2015-03-01,2015,3,6,1
Delhi,02-03-2015,343.1,439.0,141.3,9.66,55.8,18.8,108.5,High,2015-03-02,2015,3,0,2
Mumbai,02-03-2015,152.2,279.8,57.1,7.21,57.3,72.6,462.3,High,2015-03-02,2015,3,0,2
Chennai,02-03-2015,5.1,284.9,15.0,1.32,90.0,28.2,61.1,High,2015-03-02,2015,3,0,2
Kolkata,02-03-2015,488.9,330.8,21.1,9.15,33.9,167.3,72.2,Moderate,2015-03-02,2015,3,0,1
Bangalore,02-03-2015,197.2,61.7,13.7,9.96,25.7,172.7,123.4,High,2015-03-02,2015,3,0,2
Delhi,03-03-2015,154.6,531.1,53.0,2.57,76.5,62.9,142.4,Low,2015-03-03,2015,3,1,0
Mumbai,03-03-2015,123.9,256.6,4.5,2.38,10.6,94.3,472.2,Low,2015-03-03,2015,3,1,0
Chennai,03-03-2015,492.9,169.5,122.5,7.83,84.5,64.8,171.8,Low,2015-03-03,2015,3,1,0
Kolkata,03-03-2015,469.0,464.8,115.5,6.14,59.9,119.2,288.6,Moderate,2015-03-03,2015,3,1,1
Bangalore,03-03-2015,147.2,33.3,59.6,0.39,57.5,126.9,225.8,High,2015-03-03,2015,3,1,2
Delhi,04-03-2015,104.3,431.4,105.2,2.37,84.6,12.1,19.2,High,2015-03-04,2015,3,2,2
Mumbai,04-03-2015,70.6,413.3,143.9,7.68,84.9,38.0,224.8,High,2015-03-04,2015,3,2,2
Chennai,04-03-2015,377.8,358.0,64.2,3.52,69.0,165.1,179.9,Low,2015-03-04,2015,3,2,0
Kolkata,04-03-2015,281.9,195.1,19.2,5.26,57.6,181.8,481.8,High,2015-03-04,2015,3,2,2
Bangalore,04-03-2015,196.7,278.3,44.4,6.02,25.0,108.7,12.5,Moderate,2015-03-04,2015,3,2,1
Delhi,05-03-2015,267.4,418.6,134.9,5.79,29.5,167.7,103.7,Low,2015-03-05,2015,3,3,0
Mumbai,05-03-2015,479.4,391.2,75.5,8.97,51.5,147.3,365.9,High,2015-03-05,2015,3,3,2
Chennai,05-03-2015,488.9,84.8,130.0,9.65,32.0,83.8,366.1,Low,2015-03-05,2015,3,3,0
Kolkata,05-03-2015,392.9,65.3,148.0,4.06,14.8,128.3,373.9,High,2015-03-05,2015,3,3,2
Bangalore,05-03-2015,217.6,545.8,144.5,6.82,5.4,120.2,275.8,High,2015-03-05,2015,3,3,2
Delhi,06-03-2015,217.0,150.5,94.6,3.37,49.2,112.6,497.7,High,2015-03-06,2015,3,4,2
Mumbai,06-03-2015,457.2,112.0,73.1,9.06,98.6,127.6,442.2,High,2015-03-06,2015,3,4,2
Chennai,06-03-2015,385.5,188.1,55.6,4.87,14.8,30.8,442.4,Low,2015-03-06,2015,3,4,0
Kolkata,06-03-2015,480.4,577.8,76.7,7.17,82.5,167.0,158.1,Moderate,2015-03-06,2015,3,4,1
Bangalore,06-03-2015,33.5,391.5,8.0,9.8,51.1,132.4,425.8,High,2015-03-06,2015,3,4,2
Delhi,07-03-2015,341.0,103.3,134.5,8.73,72.7,50.8,172.7,Low,2015-03-07,2015,3,5,0
Mumbai,07-03-2015,234.6,117.5,148.9,3.61,59.8,117.1,174.2,High,2015-03-07,2015,3,5,2
Chennai,07-03-2015,441.8,107.4,37.5,5.91,56.8,132.3,369.9,High,2015-03-07,2015,3,5,2
Kolkata,07-03-2015,50.2,592.4,28.5,5.59,52.5,74.0,211.5,Low,2015-03-07,2015,3,5,0
Bangalore,07-03-2015,72.3,384.2,100.8,6.22,47.3,198.9,204.0,High,2015-03-07,2015,3,5,2
Delhi,08-03-2015,186.3,353.5,35.7,4.94,43.2,172.5,68.1,Low,2015-03-08,2015,3,6,0
Mumbai,08-03-2015,6.2,545.5,104.4,8.27,62.1,90.0,386.4,Moderate,2015-03-08,2015,3,6,1
Chennai,08-03-2015,80.0,550.9,124.3,7.84,4.7,111.7,492.1,Moderate,2015-03-08,2015,3,6,1
Kolkata,08-03-2015,340.5,597.9,92.0,8.26,61.9,8.6,453.3,Moderate,2015-03-08,2015,3,6,1
Bangalore,08-03-2015,314.7,280.0,93.2,5.68,14.4,177.3,10.2,High,2015-03-08,2015,3,6,2
Delhi,09-03-2015,454.9,369.8,142.0,2.34,36.1,4.7,368.9,Moderate,2015-03-09,2015,3,0,1
Mumbai,09-03-2015,191.9,322.1,142.2,4.05,17.7,63.8,166.8,Moderate,2015-03-09,2015,3,0,1
Chennai,09-03-2015,460.5,155.6,79.7,6.53,41.7,21.7,457.5,Moderate,2015-03-09,2015,3,0,1
Kolkata,09-03-2015,381.5,468.1,46.3,1.81,36.3,128.7,173.5,Moderate,2015-03-09,2015,3,0,1
Bangalore,09-03-2015,362.7,110.1,83.8,8.65,55.8,197.9,498.0,Low,2015-03-09,2015,3,0,0
Delhi,10-03-2015,59.5,293.3,145.1,5.14,27.4,62.6,20.8,High,2015-03-10,2015,3,1,2
Mumbai,10-03-2015,151.0,223.6,12.7,9.68,40.3,196.1,111.1,High,2015-03-10,2015,3,1,2
Chennai,10-03-2015,70.7,175.8,71.3,7.44,1.4,42.0,443.5,High,2015-03-10,2015,3,1,2
Kolkata,10-03-2015,145.5,260.6,117.2,8.94,33.8,92.7,457.2,Moderate,2015-03-10,2015,3,1,1
Bangalore,10-03-2015,361.6,470.5,141.8,6.89,92.3,95.9,472.6,High,2015-03-10,2015,3,1,2
Delhi,11-03-2015,392.8,507.7,132.2,2.96,5.9,43.5,246.4,High,2015-03-11,2015,3,2,2
Mumbai,11-03-2015,310.2,270.7,38.7,7.8,94.2,110.7,101.4,Low,2015-03-11,2015,3,2,0
Chennai,11-03-2015,462.4,438.2,63.4,5.4,17.9,91.0,438.7,High,2015-03-11,2015,3,2,2
Kolkata,11-03-2015,455.4,196.5,76.0,3.32,14.9,165.0,359.3,Moderate,2015-03-11,2015,3,2,1
Bangalore,11-03-2015,5.3,306.2,78.5,2.85,65.6,157.4,246.5,High,2015-03-11,2015,3,2,2
Delhi,12-03-2015,351.1,45.8,147.7,8.38,82.6,107.6,376.3,Moderate,2015-03-12,2015,3,3,1
Mumbai,12-03-2015,428.5,291.7,2.0,7.41,70.7,46.1,63.4,High,2015-03-12,2015,3,3,2
Chennai,12-03-2015,68.9,239.9,16.3,0.66,6.7,113.6,320.3,Moderate,2015-03-12,2015,3,3,1
Kolkata,12-03-2015,419.2,128.7,115.5,3.8,89.5,104.7,321.1,Moderate,2015-03-12,2015,3,3,1
Bangalore,12-03-2015,156.2,558.5,8.3,8.97,90.2,136.9,183.3,High,2015-03-12,2015,3,3,2
Delhi,13-03-2015,134.0,114.7,96.8,2.91,92.0,174.9,176.3,High,2015-03-13,2015,3,4,2
Mumbai,13-03-2015,184.7,444.8,29.4,6.28,20.9,112.2,243.9,Moderate,2015-03-13,2015,3,4,1
Chennai,13-03-2015,80.9,525.4,118.7,2.04,39.7,99.4,389.9,High,2015-03-13,2015,3,4,2
Kolkata,13-03-2015,493.1,371.7,110.6,2.87,2.3,33.1,154.1,High,2015-03-13,2015,3,4,2
Bangalore,13-03-2015,496.9,129.7,58.1,2.46,33.6,16.9,316.6,High,2015-03-13,2015,3,4,2
Delhi,14-03-2015,130.0,235.0,4.6,3.19,60.5,189.6,74.1,Moderate,2015-03-14,2015,3,5,1
Mumbai,14-03-2015,375.8,253.9,62.5,5.35,76.1,125.7,74.5,High,2015-03-14,2015,3,5,2
Chennai,14-03-2015,416.8,378.7,85.4,3.23,26.1,117.5,280.4,High,2015-03-14,2015,3,5,2
Kolkata,14-03-2015,145.0,564.4,115.8,8.93,40.6,54.8,277.6,High,2015-03-14,2015,3,5,2
Bangalore,14-03-2015,60.6,186.0,59.1,1.03,48.5,102.2,391.4,High,2015-03-14,2015,3,5,2
Delhi,15-03-2015,429.2,20.0,45.4,7.73,93.0,67.2,467.3,Low,2015-03-15,2015,3,6,0
Mumbai,15-03-2015,430.9,40.1,20.1,5.64,83.8,41.6,376.4,High,2015-03-15,2015,3,6,2
Chennai,15-03-2015,345.9,333.4,88.1,4.97,84.3,105.2,216.5,Low,2015-03-15,2015,3,6,0
Kolkata,15-03-2015,380.3,446.7,138.3,6.67,42.6,152.2,357.2,Low,2015-03-15,2015,3,6,0
Bangalore,15-03-2015,50.0,60.8,3.3,1.86,45.1,44.0,486.2,High,2015-03-15,2015,3,6,2
Delhi,16-03-2015,155.4,358.4,62.8,0.82,9.7,89.1,436.1,High,2015-03-16,2015,3,0,2
Mumbai,16-03-2015,43.5,458.1,99.6,4.99,72.3,58.1,90.3,Low,2015-03-16,2015,3,0,0
Chennai,16-03-2015,383.0,424.2,72.9,9.96,91.1,151.3,142.2,High,2015-03-16,2015,3,0,2
Kolkata,16-03-2015,207.1,165.5,94.7,7.92,14.8,23.3,100.9,High,2015-03-16,2015,3,0,2
Bangalore,16-03-2015,493.3,567.3,8.9,2.08,57.4,85.2,157.5,High,2015-03-16,2015,3,0,2
Delhi,17-03-2015,348.1,361.7,139.4,1.82,60.5,67.7,42.4,High,2015-03-17,2015,3,1,2
Mumbai,17-03-2015,427.8,106.6,39.8,8.64,12.3,193.4,490.5,Moderate,2015-03-17,2015,3,1,1
Chennai,17-03-2015,171.4,463.6,23.0,8.02,34.5,44.9,235.2,High,2015-03-17,2015,3,1,2
Kolkata,17-03-2015,31.5,362.1,73.8,7.03,33.7,61.5,477.9,High,2015-03-17,2015,3,1,2
Bangalore,17-03-2015,220.7,322.2,58.4,6.57,58.6,123.4,289.5,Moderate,2015-03-17,2015,3,1,1
Delhi,18-03-2015,441.6,289.1,131.6,3.31,54.3,185.5,403.6,High,2015-03-18,2015,3,2,2
Mumbai,18-03-2015,467.9,580.5,70.4,6.29,62.3,196.1,426.5,High,2015-03-18,2015,3,2,2
Chennai,18-03-2015,386.2,10.8,35.0,4.5,72.1,171.0,195.5,High,2015-03-18,2015,3,2,2
Kolkata,18-03-2015,243.7,92.3,70.5,0.79,64.6,37.3,256.2,Low,2015-03-18,2015,3,2,0
Bangalore,18-03-2015,112.7,466.3,100.2,5.25,99.6,33.1,31.3,Moderate,2015-03-18,2015,3,2,1
Delhi,19-03-2015,134.6,542.3,94.3,4.72,36.9,102.4,280.8,High,2015-03-19,2015,3,3,2
Mumbai,19-03-2015,73.5,582.4,148.6,6.06,32.3,195.1,225.9,High,2015-03-19,2015,3,3,2
Chennai,19-03-2015,476.8,580.7,18.9,8.97,58.6,138.1,338.2,Low,2015-03-19,2015,3,3,0
Kolkata,19-03-2015,62.6,449.5,52.2,6.67,89.2,197.1,446.3,Moderate,2015-03-19,2015,3,3,1
Bangalore,19-03-2015,246.6,489.0,139.9,7.54,13.5,133.1,360.9,High,2015-03-19,2015,3,3,2
Delhi,20-03-2015,102.7,348.6,130.1,4.24,91.3,151.7,295.2,Low,2015-03-20,2015,3,4,0
Mumbai,20-03-2015,281.8,267.7,70.0,9.58,98.9,85.0,431.5,Moderate,2015-03-20,2015,3,4,1
Chennai,20-03-2015,484.7,500.7,125.4,0.79,73.3,10.0,342.6,Low,2015-03-20,2015,3,4,0
Kolkata,20-03-2015,127.1,11.7,29.0,6.31,7.8,175.9,111.0,Low,2015-03-20,2015,3,4,0
Bangalore,20-03-2015,17.5,395.7,143.2,9.41,1.0,69.0,84.1,High,2015-03-20,2015,3,4,2
Delhi,21-03-2015,117.6,424.2,83.7,8.62,70.2,18.7,104.5,High,2015-03-21,2015,3,5,2
Mumbai,21-03-2015,443.6,143.4,67.0,2.27,49.2,32.9,316.9,High,2015-03-21,2015,3,5,2
Chennai,21-03-2015,87.8,113.8,13.3,4.28,14.1,28.0,314.9,Moderate,2015-03-21,2015,3,5,1
Kolkata,21-03-2015,323.9,537.1,24.6,7.58,17.0,115.7,207.3,Low,2015-03-21,2015,3,5,0
Bangalore,21-03-2015,174.8,205.0,103.5,4.56,54.4,193.1,440.6,High,2015-03-21,2015,3,5,2
Delhi,22-03-2015,301.5,144.0,55.6,3.54,60.7,61.7,216.1,Low,2015-03-22,2015,3,6,0
Mumbai,22-03-2015,133.8,364.7,13.2,4.01,57.8,194.0,225.6,Low,2015-03-22,2015,3,6,0
Chennai,22-03-2015,329.6,107.5,133.1,0.14,26.9,119.0,143.8,Low,2015-03-22,2015,3,6,0
Kolkata,22-03-2015,488.6,208.1,96.9,1.21,30.9,82.0,215.9,High,2015-03-22,2015,3,6,2
Bangalore,22-03-2015,24.7,417.5,149.7,1.61,82.5,120.8,81.5,Moderate,2015-03-22,2015,3,6,1
Delhi,23-03-2015,439.1,540.0,68.6,6.0,93.0,134.5,271.9,High,2015-03-23,2015,3,0,2
Mumbai,23-03-2015,325.7,593.6,72.1,4.41,77.9,148.4,373.6,Low,2015-03-23,2015,3,0,0
Chennai,23-03-2015,156.6,237.5,6.3,9.38,85.7,87.7,406.2,Low,2015-03-23,2015,3,0,0
Kolkata,23-03-2015,442.5,9.8,130.6,6.55,27.8,128.0,284.6,Low,2015-03-23,2015,3,0,0
Bangalore,23-03-2015,331.9,16.8,118.1,2.06,30.2,20.4,299.1,High,2015-03-23,2015,3,0,2
Delhi,24-03-2015,437.8,293.9,47.2,2.92,41.0,19.5,34.5,Low,2015-03-24,2015,3,1,0
Mumbai,24-03-2015,52.3,271.9,119.8,1.1,22.6,38.9,276.0,High,2015-03-24,2015,3,1,2
Chennai,24-03-2015,221.5,146.3,149.0,4.23,64.7,127.3,52.5,High,2015-03-24,2015,3,1,2
Kolkata,24-03-2015,236.3,56.8,43.5,2.37,46.7,0.0,223.5,High,2015-03-24,2015,3,1,2
Bangalore,24-03-2015,428.4,588.4,57.9,7.08,71.4,189.6,80.3,Low,2015-03-24,2015,3,1,0
Delhi,25-03-2015,450.7,234.8,94.8,4.21,99.7,193.7,251.1,Low,2015-03-25,2015,3,2,0
Mumbai,25-03-2015,430.0,300.4,148.1,8.12,50.6,138.3,47.8,High,2015-03-25,2015,3,2,2
Chennai,25-03-2015,383.7,407.2,112.2,7.14,79.2,171.1,152.2,High,2015-03-25,2015,3,2,2
Kolkata,25-03-2015,224.5,374.0,148.8,5.98,74.3,115.7,448.7,High,2015-03-25,2015,3,2,2
Bangalore,25-03-2015,46.1,358.7,148.6,2.82,13.6,64.3,380.6,Moderate,2015-03-25,2015,3,2,1
Delhi,26-03-2015,285.7,577.6,81.0,6.68,88.4,156.5,359.0,Moderate,2015-03-26,2015,3,3,1
Mumbai,26-03-2015,319.0,73.3,71.9,3.01,28.6,94.9,58.3,High,2015-03-26,2015,3,3,2
Chennai,26-03-2015,64.3,372.7,70.0,7.0,59.6,103.7,63.6,Low,2015-03-26,2015,3,3,0
Kolkata,26-03-2015,223.1,78.3,7.8,8.58,8.0,68.8,442.9,High,2015-03-26,2015,3,3,2
Bangalore,26-03-2015,106.4,595.3,26.1,9.66,34.4,79.5,160.2,High,2015-03-26,2015,3,3,2
Delhi,27-03-2015,73.3,306.6,43.7,5.43,49.4,50.1,35.4,High,2015-03-27,2015,3,4,2
Mumbai,27-03-2015,252.0,220.2,68.1,0.57,73.4,95.4,274.9,High,2015-03-27,2015,3,4,2
Chennai,27-03-2015,14.2,557.4,111.3,3.78,96.1,190.7,153.6,Low,2015-03-27,2015,3,4,0
Kolkata,27-03-2015,364.4,126.2,50.0,4.77,70.3,25.1,484.3,High,2015-03-27,2015,3,4,2
Bangalore,27-03-2015,200.3,304.6,132.0,1.29,16.2,36.0,41.5,Low,2015-03-27,2015,3,4,0
Delhi,28-03-2015,158.3,529.7,131.3,8.72,59.1,141.7,376.7,Moderate,2015-03-28,2015,3,5,1
Mumbai,28-03-2015,346.4,410.5,34.9,1.46,81.0,77.8,144.2,Low,2015-03-28,2015,3,5,0
Chennai,28-03-2015,395.8,72.3,141.3,7.56,37.4,17.7,83.8,High,2015-03-28,2015,3,5,2
Kolkata,28-03-2015,118.6,125.2,144.8,3.1,25.0,2.2,494.4,High,2015-03-28,2015,3,5,2
Bangalore,28-03-2015,371.3,579.8,116.1,6.35,51.5,54.9,7.1,Low,2015-03-28,2015,3,5,0
Delhi,29-03-2015,383.4,137.4,19.1,0.78,24.4,101.9,405.4,High,2015-03-29,2015,3,6,2
Mumbai,29-03-2015,278.2,57.1,30.7,0.75,73.4,26.6,484.4,Moderate,2015-03-29,2015,3,6,1
Chennai,29-03-2015,77.6,203.2,139.6,4.41,93.4,60.6,406.5,Low,2015-03-29,2015,3,6,0
Kolkata,29-03-2015,34.4,330.0,5.4,6.47,50.4,5.2,283.4,Moderate,2015-03-29,2015,3,6,1
Bangalore,29-03-2015,100.6,241.9,10.0,6.28,45.1,24.8,202.1,High,2015-03-29,2015,3,6,2
Delhi,30-03-2015,483.8,272.3,125.1,8.06,52.0,184.7,239.5,High,2015-03-30,2015,3,0,2
Mumbai,30-03-2015,427.7,437.0,13.8,8.4,6.1,58.1,376.7,High,2015-03-30,2015,3,0,2
Chennai,30-03-2015,375.3,133.0,76.8,4.73,9.8,178.8,183.3,High,2015-03-30,2015,3,0,2
Kolkata,30-03-2015,328.6,42.9,101.1,8.03,79.3,18.5,260.0,High,2015-03-30,2015,3,0,2
Bangalore,30-03-2015,328.8,213.9,73.1,0.62,16.8,43.2,201.8,Low,2015-03-30,2015,3,0,0
Delhi,31-03-2015,407.3,518.9,147.8,6.17,56.8,61.3,220.9,High,2015-03-31,2015,3,1,2
Mumbai,31-03-2015,488.3,433.8,130.1,6.16,97.9,82.5,351.0,Low,2015-03-31,2015,3,1,0
Chennai,31-03-2015,90.4,153.5,125.9,1.81,42.4,199.4,248.3,Low,2015-03-31,2015,3,1,0
Kolkata,31-03-2015,459.6,263.0,31.8,1.3,70.9,126.9,93.6,High,2015-03-31,2015,3,1,2
Bangalore,31-03-2015,498.1,421.4,114.7,6.65,23.6,117.3,490.5,Low,2015-03-31,2015,3,1,0
Delhi,01-04-2015,497.0,199.0,15.1,4.71,49.5,91.8,155.8,Low,2015-04-01,2015,4,2,0
Mumbai,01-04-2015,264.6,520.1,149.7,6.6,91.8,139.7,35.2,High,2015-04-01,2015,4,2,2
Chennai,01-04-2015,267.8,140.3,75.3,3.76,23.6,172.2,393.5,Moderate,2015-04-01,2015,4,2,1
Kolkata,01-04-2015,59.0,513.9,101.1,4.25,23.0,25.0,496.9,Low,2015-04-01,2015,4,2,0
Bangalore,01-04-2015,89.9,41.4,27.1,3.06,45.8,8.9,67.7,High,2015-04-01,2015,4,2,2
Delhi,02-04-2015,341.5,588.2,100.0,5.71,25.8,75.1,420.4,High,2015-04-02,2015,4,3,2
Mumbai,02-04-2015,245.6,489.9,74.9,1.51,6.1,149.5,87.3,High,2015-04-02,2015,4,3,2
Chennai,02-04-2015,388.9,156.8,3.9,9.63,39.7,82.7,120.4,High,2015-04-02,2015,4,3,2
Kolkata,02-04-2015,270.8,294.7,16.8,9.52,69.2,70.9,326.7,High,2015-04-02,2015,4,3,2
Bangalore,02-04-2015,303.2,328.1,92.0,8.15,30.3,80.1,16.6,High,2015-04-02,2015,4,3,2
Delhi,03-04-2015,157.0,337.3,100.6,9.88,33.1,169.7,87.4,High,2015-04-03,2015,4,4,2
Mumbai,03-04-2015,214.3,35.5,136.1,8.6,28.7,137.4,126.9,Moderate,2015-04-03,2015,4,4,1
Chennai,03-04-2015,106.6,109.0,31.1,3.58,42.0,108.7,262.7,Moderate,2015-04-03,2015,4,4,1
Kolkata,03-04-2015,289.2,256.9,124.8,5.45,51.5,67.6,481.8,High,2015-04-03,2015,4,4,2
Bangalore,03-04-2015,289.0,390.8,97.0,2.89,7.8,60.7,215.4,High,2015-04-03,2015,4,4,2
Delhi,04-04-2015,419.1,31.5,83.8,8.36,48.7,2.9,400.4,High,2015-04-04,2015,4,5,2
Mumbai,04-04-2015,278.4,340.4,73.9,9.27,42.8,42.6,261.4,Low,2015-04-04,2015,4,5,0
